Account,Amount Paid,Risk_Score,Is Laundering
95F7F8D80,247.62,0.0,0
95F81DA30,123.92,0.0,0
95F827B40,145.24,0.0,0
95F827E10,12.28,0.0,0
95F8BB060,9.77,0.0,0
95F8BEF90,40.35,0.0,0
95F9DC750,9.41,0.0,0
95F9F3A80,151.67,0.0,0
95F9F80B0,96.83,0.0,0
95F9F82E0,1.26,0.0,0
95F9FD550,2.21,0.0,0
95FA0F450,10.61,0.0,0
801A9A4A0,1.21,0.0,0
95FA10CC0,5.39,0.0,0
95FA54F20,20.56,0.0,0
95FA6D4A0,99.64,0.0,0
95FAD21D0,8.16,0.0,0
95FAD43B0,9.75,0.0,0
95FAD4630,24.29,0.0,0
95FAD65C0,24.45,0.0,0
95FADF9E0,78.19,0.0,0
95FAEA740,60.85,0.0,0
95FAF41C0,48.05,0.0,0
95FB20300,11.05,0.0,0
95FB203A0,48.89,0.0,0
95FB22C60,43.81,0.0,0
95FB2B6E0,16.66,0.0,0
95FB83CB0,26.76,0.0,0
95FB84EC0,25.29,0.0,0
95FB98870,40.11,0.0,0
801A9B620,102.15,0.0,0
95FB9CB40,107.41,0.0,0
95FB9CFF0,40.61,0.0,0
95FB9DD60,48.62,0.0,0
95FB9F5A0,6.8,0.0,0
95FBA2620,71.92,0.0,0
95FBB8DB0,55.62,0.0,0
95FBBF180,143.19,0.0,0
95FBC2AC0,31.17,0.0,0
95FBD9260,79.05,0.0,0
95FBDD700,33.14,0.0,0
95FC8D3A0,40.97,0.0,0
95FC98E70,13.32,0.0,0
95FCEE320,40.42,0.0,0
95FD12930,91.68,0.0,0
95FD14520,41.5,0.0,0
95FD1DA60,34.3,0.0,0
95FD663A0,18.2,0.0,0
95FD85E80,4.63,0.0,0
95FE51D80,158.55,0.0,0
95FE805D0,8.49,0.0,0
95FEAEBE0,32.65,0.0,0
95FEAF9F0,12.78,0.0,0
95FEEBBC0,19.04,0.0,0
95FEF8050,2.55,0.0,0
95FF02870,5.29,0.0,0
95FF09CE0,23.8,0.0,0
95FF0ABF0,61.12,0.0,0
95FF0AF90,91.73,0.0,0
95FF19E90,151.84,0.0,0
95FF29BE0,4.5,0.0,0
95FF32480,47.63,0.0,0
95FF3B4C0,30.82,0.0,0
95FF3CE30,178.94,0.0,0
95FF7A450,87.82,0.0,0
95FF7A8F0,78.65,0.0,0
95FFB2B10,6.33,0.0,0
95FFBD540,22.8,0.0,0
95FFC1210,134.23,0.0,0
95FFC1290,113.41,0.0,0
95FFC8E40,13.22,0.0,0
95FFC9A60,1.19,0.0,0
95FFD0970,63.03,0.0,0
95FFD59C0,20.68,0.0,0
801AA3580,6.69,0.0,0
95FFFA4D0,24.06,0.0,0
801AA60E0,138.69,0.0,0
96001FEC0,72.31,0.0,0
9600215B0,62.34,0.0,0
960027110,1.11,0.0,0
9600284A0,9.0,0.0,0
960053780,86.81,0.0,0
9600608A0,17.83,0.0,0
96006F7A0,112.78,0.0,0
9600751A0,6.64,0.0,0
960075AF0,49.68,0.0,0
96008EDD0,18.48,0.0,0
96008F930,144.9,0.0,0
960098190,31.65,0.0,0
96009BB40,29.58,0.0,0
96009FB80,48.1,0.0,0
9600A6820,8.95,0.0,0
801AAF290,83.65,0.0,0
9600AC000,5.68,0.0,0
9600BA790,9.55,0.0,0
801AC0D30,7.19,0.0,0
9600BFEF0,80.38,0.0,0
9600C2E80,15.5,0.0,0
9600C6BF0,11.98,0.0,0
9600C6E10,27.09,0.0,0
96010D150,126.69,0.0,0
96010E8F0,74.05,0.0,0
960119280,47.85,0.0,0
960125FD0,38.78,0.0,0
960130400,41.46,0.0,0
96013A6F0,1.36,0.0,0
960143540,11.45,0.0,0
96014FA60,20.92,0.0,0
9601578C0,10.22,0.0,0
960159C40,46.64,0.0,0
96019B090,26.75,0.0,0
9601AF000,2.3,0.0,0
9601B5060,4.96,0.0,0
9601B50B0,32.61,0.0,0
9601B5F40,14.6,0.0,0
9601BF340,19.01,0.0,0
9601C2470,195.53,0.0,0
9601C8ED0,271.39,0.0,0
9601D11E0,40.98,0.0,0
9601D1400,43.61,0.0,0
9601F57D0,16.87,0.0,0
9601FA380,6.21,0.0,0
96020E6E0,1.11,0.0,0
960220050,97.32,0.0,0
96022A100,76.0,0.0,0
96022CF40,15.19,0.0,0
960232270,69.61,0.0,0
96023CC20,14.34,0.0,0
96023F420,0.02,0.0,0
96025C710,126.69,0.0,0
96025DD40,38.05,0.0,0
960269120,42.64,0.0,0
96026BC90,31.95,0.0,0
960283E90,204.21,0.0,0
960289F90,174.21,0.0,0
960291A10,20.62,0.0,0
960299350,4.24,0.0,0
96029D5B0,169.44,0.0,0
96029D910,198.47,0.0,0
9602A26B0,38.86,0.0,0
9602A2A00,15.09,0.0,0
9602A8820,5.56,0.0,0
9602B3890,27.46,0.0,0
9602B8B90,275.16,0.0,0
9602C24A0,48.14,0.0,0
9602C2CA0,76.0,0.0,0
9602C3FF0,1.75,0.0,0
9602C4890,50.28,0.0,0
9602C84C0,10.46,0.0,0
9602EB650,16.14,0.0,0
9602ED8E0,49.2,0.0,0
9602EDA70,19.19,0.0,0
9602EE8C0,39.92,0.0,0
801ADA380,122.19,0.0,0
801B2ECD0,96.63,0.0,0
9602FECC0,71.52,0.0,0
96030A9D0,35.94,0.0,0
96034E4E0,112.54,0.0,0
960355DC0,31.4,0.0,0
960355F50,35.97,0.0,0
801B3E750,47.17,0.0,0
96036E400,11.67,0.0,0
960370C60,70.62,0.0,0
9603748C0,21.6,0.0,0
96037F500,89.06,0.0,0
9603D23B0,6.8,0.0,0
9603DBB10,45.52,0.0,0
801B41FB0,20.5,0.0,0
9603F1890,100.38,0.0,0
9603F5D20,13.98,0.0,0
9603F8D10,81.75,0.0,0
960424250,43.59,0.0,0
960427570,189.26,0.0,0
96042CB60,2.79,0.0,0
960465620,31.68,0.0,0
801B454C0,284.75,0.0,0
9604F2F80,13.46,0.0,0
96050CEE0,8.36,0.0,0
9605FC290,5.63,0.0,0
96065B340,41.34,0.0,0
9606859A0,163.24,0.0,0
801B47420,55.87,0.0,0
9606F43B0,5.96,0.0,0
960704330,126.21,0.0,0
9607A87B0,29.09,0.0,0
801B59C50,29.26,0.0,0
9607B40D0,24.42,0.0,0
9607D5F10,37.74,0.0,0
9607D7F80,12.74,0.0,0
9607EC0A0,9.17,0.0,0
9607EE6D0,30.08,0.0,0
960816420,51.29,0.0,0
9608166A0,49.12,0.0,0
960817120,3.19,0.0,0
9608754D0,155.82,0.0,0
960882CE0,5.26,0.0,0
96090F310,219.27,0.0,0
96091A6C0,96.25,0.0,0
96091B2E0,21.39,0.0,0
960979130,52.04,0.0,0
9609F2800,17.87,0.0,0
960A00640,9.94,0.0,0
960A762A0,47.75,0.0,0
960AA81E0,22.07,0.0,0
960AC40F0,27.99,0.0,0
801B6C750,9.45,0.0,0
801B6D7F0,71.71,0.0,0
960B784D0,0.55,0.0,0
801BA60E0,13.24,0.0,0
801BA6900,26.63,0.0,0
801C03390,189.93,0.0,0
960B7C640,90.8,0.0,0
960B90210,24.23,0.0,0
960BB41F0,6.07,0.0,0
960BB7C50,50.95,0.0,0
960BC9B40,70.48,0.0,0
960C697B0,2.26,0.0,0
960D7D830,186.31,0.0,0
960D90DB0,27.51,0.0,0
960DA5BA0,3.16,0.0,0
960DA69A0,19.62,0.0,0
960E2AD70,9.07,0.0,0
960E51780,215.57,0.0,0
960E57960,41.05,0.0,0
960E63D20,17.45,0.0,0
960E64AD0,4.58,0.0,0
960E65BB0,42.77,0.0,0
960EA7280,26.47,0.0,0
960EC2BB0,49.22,0.0,0
960ECDA70,20.61,0.0,0
960EDB150,9.86,0.0,0
960EEA470,114.27,0.0,0
960F25D10,13.4,0.0,0
960F7CC40,25.22,0.0,0
960F7CE70,16.75,0.0,0
960F7D950,108.06,0.0,0
960F84F90,17.61,0.0,0
960F86890,51.48,0.0,0
960F935D0,53.73,0.0,0
960F95860,10.44,0.0,0
960F95BB0,64.52,0.0,0
961041080,21.51,0.0,0
801C05410,41.86,0.0,0
961060EE0,13.2,0.0,0
9610DEC00,55.12,0.0,0
9610DF6B0,30.21,0.0,0
9611837D0,64.86,0.0,0
9612264A0,134.33,0.0,0
961233920,7.64,0.0,0
961236590,3.42,0.0,0
961251AD0,7.36,0.0,0
961276F50,9.75,0.0,0
9612D7720,30.09,0.0,0
9612DA040,186.24,0.0,0
9612EFE70,6.02,0.0,0
9612F70F0,11.04,0.0,0
961311CE0,63.39,0.0,0
961314990,8.34,0.0,0
961321420,88.14,0.0,0
961325100,47.61,0.0,0
961325DF0,4.05,0.0,0
961325E90,85.92,0.0,0
9613266C0,104.12,0.0,0
9613273F0,6.78,0.0,0
961328130,70.13,0.0,0
96132C580,3.98,0.0,0
96132E5E0,1.48,0.0,0
96132E810,25.12,0.0,0
961348F10,157.56,0.0,0
96134A3D0,147.77,0.0,0
96134F290,15.41,0.0,0
9613900B0,34.97,0.0,0
96139D0F0,129.8,0.0,0
9613B9EF0,33.56,0.0,0
9613C37E0,40.59,0.0,0
9613C5390,43.88,0.0,0
961446C50,8.76,0.0,0
96144F8A0,10.06,0.0,0
961454030,47.57,0.0,0
961456F30,3.71,0.0,0
96145FA50,38.37,0.0,0
9614679E0,36.52,0.0,0
9614680C0,18.35,0.0,0
96146B3A0,173.38,0.0,0
96146BF10,47.42,0.0,0
801C0DA30,62.93,0.0,0
961471580,194.0,0.0,0
96147B5F0,20.94,0.0,0
961489190,53.97,0.0,0
9614B9150,11.6,0.0,0
9614B91F0,69.92,0.0,0
9615D1330,44.94,0.0,0
9615F7810,12.66,0.0,0
9616C1210,35.64,0.0,0
9616C6AB0,4.72,0.0,0
9616C7E10,9.58,0.0,0
801C0F0A0,2.48,0.0,0
9616D9790,26.39,0.0,0
9616DA600,14.5,0.0,0
801C1D430,13.04,0.0,0
9616F3D70,2.41,0.0,0
9616F4160,177.17,0.0,0
9616FA8E0,188.94,0.0,0
9616FAC70,7.9,0.0,0
9616FC1D0,51.03,0.0,0
961727160,35.84,0.0,0
961730B90,193.33,0.0,0
96174C290,20.21,0.0,0
961758870,8.09,0.0,0
9617658A0,63.61,0.0,0
96176EC00,68.77,0.0,0
961772550,28.42,0.0,0
961775AC0,27.81,0.0,0
96177F7C0,28.63,0.0,0
961794D70,13.54,0.0,0
96179E540,44.97,0.0,0
9617A1B70,22.47,0.0,0
9617B6710,50.0,0.0,0
9617DCA90,3.44,0.0,0
9617ECD80,12.95,0.0,0
9617F2180,62.46,0.0,0
961805A50,48.58,0.0,0
96180FB50,39.43,0.0,0
96181F9D0,23.48,0.0,0
96183A150,65.24,0.0,0
96184EEB0,3.72,0.0,0
961865CF0,14.22,0.0,0
9618A67A0,2.31,0.0,0
9618B9AF0,2.49,0.0,0
9618E2560,90.29,0.0,0
9618EA4B0,283.61,0.0,0
9618EF800,140.27,0.0,0
9618EFA20,123.85,0.0,0
9618F1BB0,87.46,0.0,0
9618F1C50,130.61,0.0,0
9618FBBA0,33.07,0.0,0
96196B040,162.05,0.0,0
96196ED80,5.08,0.0,0
961974230,21.66,0.0,0
801C24BD0,166.02,0.0,0
961981810,15.87,0.0,0
96199FD20,16.2,0.0,0
9619A3B10,31.82,0.0,0
9619A9D90,142.31,0.0,0
801C24C70,5.28,0.0,0
801C28CC0,9.73,0.0,0
9619CC880,13.25,0.0,0
9619E0130,4.42,0.0,0
9619F3D20,101.87,0.0,0
9619F8C40,34.5,0.0,0
961A16110,5.15,0.0,0
961A17830,55.47,0.0,0
961A17880,20.94,0.0,0
961A1CE20,49.5,0.0,0
961A30D20,7.47,0.0,0
961A314F0,2.66,0.0,0
961A693E0,20.54,0.0,0
961A704E0,40.8,0.0,0
961A707A0,4.59,0.0,0
961A73E60,1.49,0.0,0
961A8A020,160.89,0.0,0
961A8B080,39.13,0.0,0
961A93E70,129.16,0.0,0
961A977F0,36.33,0.0,0
961A97C70,145.92,0.0,0
961B002E0,146.99,0.0,0
961B011B0,16.28,0.0,0
961C59D70,10.96,0.0,0
961CA3440,89.53,0.0,0
961CA48D0,24.71,0.0,0
961CB82F0,0.84,0.0,0
961CBC850,0.87,0.0,0
961D16830,86.4,0.0,0
961DAF5C0,98.36,0.0,0
961E9DCE0,17.45,0.0,0
961EA0D40,11.44,0.0,0
961ECFD90,9.79,0.0,0
961EF5310,120.43,0.0,0
961F08D60,45.54,0.0,0
961F18670,35.99,0.0,0
961F25A90,47.7,0.0,0
801C29620,30.78,0.0,0
961F3AD70,14.95,0.0,0
961F3FE90,73.83,0.0,0
961F40410,19.06,0.0,0
961F41800,167.05,0.0,0
801C44C20,3.07,0.0,0
961F48590,33.68,0.0,0
961F48E30,27.04,0.0,0
801C7FAE0,13.06,0.0,0
801C9A300,93.19,0.0,0
801CB6D60,13.39,0.0,0
961F65430,3.93,0.0,0
961F83A40,31.45,0.0,0
801CBBA30,37.73,0.0,0
961F8B110,6.82,0.0,0
961FD74D0,2.49,0.0,0
961FFA6E0,9.79,0.0,0
961FFE510,7.28,0.0,0
962008D30,43.07,0.0,0
9620097C0,48.63,0.0,0
962026E20,97.78,0.0,0
96202AFB0,6.02,0.0,0
96202CC70,125.52,0.0,0
96202EE70,28.83,0.0,0
962030350,6.41,0.0,0
9620371E0,48.51,0.0,0
962038390,7.17,0.0,0
962053F10,7.2,0.0,0
96205A530,33.4,0.0,0
801CC6730,10.93,0.0,0
962074DC0,61.35,0.0,0
962074F00,11.95,0.0,0
9620775E0,38.86,0.0,0
96207A7B0,31.85,0.0,0
96207CFB0,103.04,0.0,0
9620A0DF0,6.7,0.0,0
9620A3DE0,46.52,0.0,0
9620CB330,21.65,0.0,0
9620E2440,2.66,0.0,0
9620E5140,14.06,0.0,0
9620EB780,8.21,0.0,0
9620F1500,46.92,0.0,0
9620F44B0,136.41,0.0,0
9620F5780,3.11,0.0,0
9620F6330,23.89,0.0,0
9620FD7A0,79.4,0.0,0
962104300,40.8,0.0,0
962112490,0.13,0.0,0
96211B9F0,237.64,0.0,0
962191FE0,27.73,0.0,0
962192BD0,264.64,0.0,0
9621A2BB0,14.15,0.0,0
9621F3E70,131.88,0.0,0
96220C590,1.51,0.0,0
96221D430,48.88,0.0,0
9622281B0,3.59,0.0,0
96228EA90,49.79,0.0,0
9622A4D60,105.64,0.0,0
9622A5050,126.17,0.0,0
9622A5170,96.62,0.0,0
9622B00B0,120.28,0.0,0
9622B9560,67.48,0.0,0
9622BFAE0,33.85,0.0,0
9622C4040,171.67,0.0,0
962309A40,68.78,0.0,0
962317AF0,2.0,0.0,0
96231FF40,63.63,0.0,0
962323250,35.15,0.0,0
962349410,15.47,0.0,0
962358E30,34.86,0.0,0
801CC9410,120.01,0.0,0
9623CFF20,7.99,0.0,0
9623E8780,26.49,0.0,0
9624AC590,98.72,0.0,0
9624AD1E0,146.87,0.0,0
9624ADA90,9.94,0.0,0
9624AF770,146.01,0.0,0
9624B2EB0,6.7,0.0,0
9624B3090,6.08,0.0,0
9624B3C60,60.91,0.0,0
9624CEF00,24.09,0.0,0
9626185B0,42.14,0.0,0
9626186F0,51.76,0.0,0
96268D050,136.47,0.0,0
9627737A0,9.37,0.0,0
962773BB0,134.26,0.0,0
9627788E0,47.4,0.0,0
9628553A0,89.24,0.0,0
9628D16D0,145.63,0.0,0
96291FFF0,163.96,0.0,0
962926A20,51.13,0.0,0
801CCA6D0,36.63,0.0,0
96294B780,137.52,0.0,0
962A34500,188.0,0.0,0
962A469A0,288.3,0.0,0
962AF8BC0,137.3,0.0,0
962B01AE0,78.93,0.0,0
962B4AC20,45.68,0.0,0
962B5BB00,4.46,0.0,0
962BBB2E0,18.08,0.0,0
962BBB330,154.85,0.0,0
962BC6960,21.29,0.0,0
962BC6B40,36.3,0.0,0
962BCA1E0,2.52,0.0,0
962BCDCD0,16.61,0.0,0
962BCFC40,4.32,0.0,0
962BE2200,16.25,0.0,0
962BE2840,11.07,0.0,0
962BE3910,1.72,0.0,0
962BE6CC0,31.34,0.0,0
962BECE40,46.99,0.0,0
962BF8E50,32.11,0.0,0
962BFABF0,37.83,0.0,0
962BFAC40,17.07,0.0,0
962C21500,159.38,0.0,0
962C243E0,16.42,0.0,0
962C24740,158.9,0.0,0
962C463D0,2.0,0.0,0
962C4BBF0,158.14,0.0,0
962C94AF0,191.67,0.0,0
962CA09A0,150.45,0.0,0
962CA27E0,45.82,0.0,0
962CA3320,40.77,0.0,0
962CA6170,9.88,0.0,0
962CA7D10,13.64,0.0,0
962CB41C0,148.82,0.0,0
962CB4620,3.93,0.0,0
962CC1B60,15.96,0.0,0
962CC1C00,31.45,0.0,0
962CCF250,32.82,0.0,0
801CE53A0,23.91,0.0,0
962D39F30,6.3,0.0,0
962D47420,28.68,0.0,0
962D6AB20,8.48,0.0,0
962D8DE20,32.24,0.0,0
962D9CA60,1.05,0.0,0
962D9EC50,3.09,0.0,0
962DA6180,12.09,0.0,0
962DB02C0,47.86,0.0,0
962DB21F0,21.7,0.0,0
801CEF860,49.3,0.0,0
962DB5FD0,49.96,0.0,0
962DBDAD0,3.69,0.0,0
962E2E4D0,132.39,0.0,0
801CF0070,30.01,0.0,0
962E353A0,9.84,0.0,0
962E59360,26.13,0.0,0
962E818A0,18.64,0.0,0
962E961E0,10.09,0.0,0
962E9FA40,41.73,0.0,0
962EAC120,25.79,0.0,0
962EAD190,4.4,0.0,0
962ED1E80,20.72,0.0,0
962F1E840,9.59,0.0,0
962F36390,8.06,0.0,0
801CFE8F0,9.12,0.0,0
962F75E40,86.62,0.0,0
962F75F80,130.13,0.0,0
962F84EB0,19.9,0.0,0
962FC1490,164.29,0.0,0
962FC5BE0,7.48,0.0,0
962FC63B0,12.68,0.0,0
962FD1DF0,1.29,0.0,0
962FD6410,6.93,0.0,0
962FD7180,95.39,0.0,0
962FDCC10,188.12,0.0,0
962FE3C20,45.2,0.0,0
962FE3F90,46.24,0.0,0
962FFCD50,17.22,0.0,0
962FFD4F0,74.13,0.0,0
963022F10,28.35,0.0,0
96302AE00,3.57,0.0,0
96305EC00,96.34,0.0,0
9630829B0,1.38,0.0,0
963099C20,33.49,0.0,0
96309BC30,28.23,0.0,0
9630A3D70,32.8,0.0,0
9630B5B60,2.3,0.0,0
9630BF4C0,18.49,0.0,0
9630E0320,162.8,0.0,0
9630EF8B0,9.28,0.0,0
9631054F0,36.62,0.0,0
963105A40,55.58,0.0,0
96310F150,19.5,0.0,0
96311CEE0,108.68,0.0,0
963148A80,132.56,0.0,0
9631675F0,19.78,0.0,0
963172FE0,30.96,0.0,0
963173F50,77.85,0.0,0
96319F430,30.72,0.0,0
9631A5940,25.55,0.0,0
9631A9540,30.0,0.0,0
9631CA0E0,39.75,0.0,0
96322BF70,61.24,0.0,0
96322F070,97.05,0.0,0
963235150,13.61,0.0,0
963244A70,113.41,0.0,0
963245A70,44.74,0.0,0
96326A020,8.78,0.0,0
96326B4C0,114.5,0.0,0
9632B27A0,26.65,0.0,0
9632B3A00,12.34,0.0,0
9632C7030,7.99,0.0,0
9632CCFA0,37.24,0.0,0
9632D32A0,2.82,0.0,0
9632DABB0,11.81,0.0,0
9632E2D40,127.43,0.0,0
9632E41D0,3.46,0.0,0
963356F60,176.73,0.0,0
96336FD90,92.07,0.0,0
96337C120,37.3,0.0,0
96337D9A0,2.05,0.0,0
96338D4F0,6.14,0.0,0
96339DB40,37.44,0.0,0
9633A8500,21.52,0.0,0
9633C93D0,176.21,0.0,0
9633CC430,20.42,0.0,0
9633CD160,72.3,0.0,0
9633CF3A0,24.28,0.0,0
9633DED40,130.81,0.0,0
9633E2B50,39.64,0.0,0
9633FB190,82.87,0.0,0
9633FB480,42.53,0.0,0
9634833D0,8.5,0.0,0
963484340,47.0,0.0,0
9634C7E40,21.21,0.0,0
9634DA830,49.11,0.0,0
96353ECE0,49.37,0.0,0
96354DA60,28.45,0.0,0
9635DFBC0,70.27,0.0,0
9635E5AE0,159.47,0.0,0
9635E6870,56.02,0.0,0
9635EA320,122.08,0.0,0
9635EBE90,102.94,0.0,0
9635EE830,34.76,0.0,0
9635EEF40,113.49,0.0,0
9635F77A0,21.92,0.0,0
9635F7C00,187.68,0.0,0
963613280,15.06,0.0,0
9636132D0,14.0,0.0,0
9636250A0,9.54,0.0,0
963625170,95.54,0.0,0
963626100,35.16,0.0,0
9636696E0,15.8,0.0,0
9636FA250,121.66,0.0,0
96370BA00,153.23,0.0,0
963719070,197.01,0.0,0
801CFE9C0,113.09,0.0,0
96379D550,40.2,0.0,0
96392DCB0,13.04,0.0,0
96397DBA0,13.96,0.0,0
9639C7CF0,10.09,0.0,0
9639D8DA0,38.65,0.0,0
9639DCD00,8.29,0.0,0
9639DD2D0,150.97,0.0,0
9639E0BA0,44.67,0.0,0
9639ECCF0,169.61,0.0,0
9639EFD30,153.54,0.0,0
963A06450,6.34,0.0,0
963A14480,32.79,0.0,0
963A1DC50,37.3,0.0,0
963A27B20,63.69,0.0,0
963A28500,24.65,0.0,0
963A2B310,4.5,0.0,0
963A508D0,72.7,0.0,0
963AC2AC0,44.79,0.0,0
963AC2ED0,0.3,0.0,0
963AC2FF0,93.05,0.0,0
963AC80A0,44.23,0.0,0
963AC9030,8.13,0.0,0
963ACD400,22.49,0.0,0
963AD3D80,51.58,0.0,0
963AD4FC0,126.49,0.0,0
963AD5480,29.86,0.0,0
963ADCFA0,8.7,0.0,0
963AE4860,47.11,0.0,0
963AE66A0,5.22,0.0,0
963AE87F0,41.22,0.0,0
963AFA830,26.8,0.0,0
963AFB440,48.24,0.0,0
963AFB7F0,29.64,0.0,0
963AFE450,69.12,0.0,0
963B0C410,56.65,0.0,0
963B2AF10,49.98,0.0,0
963B30360,3.47,0.0,0
963B32220,81.74,0.0,0
963B32540,41.47,0.0,0
963B3D1C0,133.85,0.0,0
963B41F50,37.6,0.0,0
963B5FBF0,2.81,0.0,0
963B5FF50,4.85,0.0,0
963B61900,80.64,0.0,0
963B6A110,149.12,0.0,0
963B6B020,194.64,0.0,0
963BE62E0,14.48,0.0,0
963BE7F00,8.94,0.0,0
963BF35B0,125.21,0.0,0
963BFC450,16.55,0.0,0
963C08FB0,24.13,0.0,0
963C3AE50,7.74,0.0,0
963CF3350,30.08,0.0,0
963CF49E0,32.28,0.0,0
963DC8F90,59.38,0.0,0
963DE3BD0,6.74,0.0,0
963E26760,37.44,0.0,0
963E3C480,185.67,0.0,0
963E412D0,20.24,0.0,0
963E4E830,91.35,0.0,0
963E5A380,146.21,0.0,0
963EE4A70,6.48,0.0,0
963EE5B90,204.54,0.0,0
963F0FD80,28.82,0.0,0
963FDDA50,98.99,0.0,0
96401F8F0,87.37,0.0,0
964053BE0,0.57,0.0,0
964061530,147.02,0.0,0
9640A4B20,188.41,0.0,0
9640AA010,28.1,0.0,0
9640E5E00,169.54,0.0,0
9640E70D0,0.57,0.0,0
9640F8130,34.75,0.0,0
964109C10,10.3,0.0,0
964153F50,33.58,0.0,0
964154810,25.07,0.0,0
964161240,25.9,0.0,0
9641612E0,14.8,0.0,0
964161630,132.89,0.0,0
96416BDE0,257.74,0.0,0
96416BE30,32.05,0.0,0
96416DAA0,9.66,0.0,0
96416E1D0,19.45,0.0,0
964172800,113.13,0.0,0
964176E90,5.38,0.0,0
9641882C0,41.45,0.0,0
801D42F20,13.34,0.0,0
96418A4B0,14.01,0.0,0
96418DB50,232.95,0.0,0
96418F320,138.01,0.0,0
96419DE50,177.19,0.0,0
96419ED00,8.39,0.0,0
9641A5F00,39.63,0.0,0
9641B6C50,80.59,0.0,0
9641DE6E0,13.11,0.0,0
9641DEC50,75.55,0.0,0
9641DEE30,13.79,0.0,0
9641EE180,35.14,0.0,0
9641F5A80,40.44,0.0,0
9641F6110,75.96,0.0,0
9641FECB0,5.35,0.0,0
964204B90,16.13,0.0,0
801D93E80,32.29,0.0,0
801D9C5C0,49.84,0.0,0
96427B6C0,27.31,0.0,0
96427B8F0,117.52,0.0,0
801D9D740,83.13,0.0,0
9642FFBA0,31.14,0.0,0
96431D450,6.33,0.0,0
964320BB0,237.66,0.0,0
964382860,20.21,0.0,0
9643CEE10,27.61,0.0,0
964403D00,42.88,0.0,0
96440C0A0,39.86,0.0,0
9644209E0,45.88,0.0,0
9644233F0,23.25,0.0,0
9644837A0,44.52,0.0,0
96452AFE0,26.28,0.0,0
964587BF0,181.42,0.0,0
964702BE0,30.73,0.0,0
964708A00,42.15,0.0,0
9647260E0,155.93,0.0,0
9647269C0,9.99,0.0,0
964728AA0,32.13,0.0,0
96473F420,28.79,0.0,0
96473FAB0,134.86,0.0,0
964744B90,7.01,0.0,0
9647DF010,9.78,0.0,0
9647F5670,12.79,0.0,0
9647F79E0,8.35,0.0,0
9647FB580,162.44,0.0,0
9647FC580,103.85,0.0,0
9647FE8E0,9.37,0.0,0
9647FECF0,269.91,0.0,0
9647FF240,42.35,0.0,0
964815640,40.21,0.0,0
9648943C0,161.21,0.0,0
964931730,25.67,0.0,0
964932340,36.84,0.0,0
801DA1250,1.03,0.0,0
9649DFCA0,43.49,0.0,0
801E07A60,98.1,0.0,0
964A4E4F0,10.37,0.0,0
964A6FE50,129.72,0.0,0
964A774B0,40.38,0.0,0
964A798E0,48.72,0.0,0
964A7EFB0,183.71,0.0,0
964A81BC0,13.27,0.0,0
964A83D80,21.56,0.0,0
964A93740,2.05,0.0,0
964A99E80,39.51,0.0,0
964A9EB00,5.58,0.0,0
964A9F970,75.76,0.0,0
964B68650,131.01,0.0,0
964BA4F40,32.42,0.0,0
964BA6A00,147.2,0.0,0
964BA94F0,7.99,0.0,0
964BE0C50,5.02,0.0,0
964C13DD0,180.67,0.0,0
964C13E70,23.03,0.0,0
964C24010,26.08,0.0,0
964C2E840,15.3,0.0,0
964C2FE10,11.25,0.0,0
964C82AC0,89.17,0.0,0
964CA14F0,22.77,0.0,0
964CA1810,182.19,0.0,0
964CA4030,19.04,0.0,0
964CA52F0,106.85,0.0,0
964CAAB50,12.85,0.0,0
964CB6280,7.36,0.0,0
964CB6500,30.64,0.0,0
964CBA0D0,17.72,0.0,0
964CBA470,16.84,0.0,0
964CBE430,32.99,0.0,0
964CC44A0,8.49,0.0,0
964CD4EF0,6.95,0.0,0
964CD5080,1.21,0.0,0
964CE6920,20.49,0.0,0
964D113D0,8.98,0.0,0
964D18960,9.98,0.0,0
964D33F10,95.8,0.0,0
964D45860,81.97,0.0,0
964D4DDE0,26.11,0.0,0
964D4E950,39.12,0.0,0
964D56AE0,142.07,0.0,0
964D57360,47.0,0.0,0
964D5F440,1.24,0.0,0
964D71120,14.36,0.0,0
964D87D50,190.93,0.0,0
964D88790,129.36,0.0,0
964D88970,14.82,0.0,0
964D91750,67.44,0.0,0
964E753E0,18.23,0.0,0
964EFC900,37.7,0.0,0
964F040A0,5.79,0.0,0
964F04C20,46.62,0.0,0
964F0F340,91.46,0.0,0
964F14770,29.88,0.0,0
964F315A0,174.86,0.0,0
964F835E0,78.2,0.0,0
964F844A0,3.83,0.0,0
964F876D0,157.91,0.0,0
964F88680,97.36,0.0,0
964F8ADB0,9.04,0.0,0
964FA6570,42.92,0.0,0
964FAB3B0,9.94,0.0,0
801E0FC00,12.47,0.0,0
964FC9900,57.99,0.0,0
964FCD860,171.85,0.0,0
964FD4200,140.37,0.0,0
964FE6030,64.34,0.0,0
964FEA5F0,133.73,0.0,0
964FEFC10,16.93,0.0,0
964FF0DB0,1.93,0.0,0
964FF5EF0,3.01,0.0,0
964FFF5A0,95.88,0.0,0
96503C480,47.94,0.0,0
9650B8120,88.26,0.0,0
9650CA950,37.09,0.0,0
9650CE810,103.42,0.0,0
9650D4F40,135.47,0.0,0
9650D6700,5.65,0.0,0
9650E77A0,23.16,0.0,0
9650EB280,93.45,0.0,0
9651277B0,6.66,0.0,0
965132E40,15.78,0.0,0
